action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,756316,[],CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCOCC3)cc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '16.26', 'le': '0.30', 'lle': '1.90', 'sei': '12.76'}",CHEMBL38322,,CHEMBL38322,6.62,0,http://www.openphacts.org/units/Nanomolar,60748,=,1,1,=,,IC50,nM,,237.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,237.0
,,756396,[],CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '16.61', 'le': '0.31', 'lle': '2.14', 'sei': '11.13'}",CHEMBL39445,,CHEMBL39445,7.00,0,http://www.openphacts.org/units/Nanomolar,60769,=,1,1,=,,IC50,nM,,100.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,100.0
,,756397,[],CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '16.41', 'le': '0.30', 'lle': '2.06', 'sei': '11.00'}",CHEMBL39445,,CHEMBL39445,6.92,0,http://www.openphacts.org/units/Nanomolar,60769,=,1,1,=,,IC50,nM,,121.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,121.0
,,756399,[],CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2ccccc2)oc2cc(OCCCCCN3CCC(O)CC3)ccc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '17.81', 'le': '0.33', 'lle': '2.79', 'sei': '11.54'}",CHEMBL39941,,CHEMBL39941,7.26,0,http://www.openphacts.org/units/Nanomolar,60783,=,1,1,=,,IC50,nM,,55.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,55.0
,,756400,[],CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2ccccc2)oc2cc(OCCCCCN3CCC(O)CC3)ccc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '17.27', 'le': '0.32', 'lle': '2.57', 'sei': '11.18'}",CHEMBL39941,,CHEMBL39941,7.04,0,http://www.openphacts.org/units/Nanomolar,60783,=,1,1,=,,IC50,nM,,92.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,92.0
,,756402,[],CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2ccccc2)oc2c(OCCCCCCN3CCC(O)CC3)cccc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '17.66', 'le': '0.33', 'lle': '2.58', 'sei': '11.83'}",CHEMBL291300,,CHEMBL291300,7.44,0,http://www.openphacts.org/units/Nanomolar,60778,=,1,1,=,,IC50,nM,,36.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,36.0
,,756403,[],CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2ccccc2)oc2c(OCCCCCCN3CCC(O)CC3)cccc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '15.82', 'le': '0.29', 'lle': '1.81', 'sei': '10.60'}",CHEMBL291300,,CHEMBL291300,6.67,0,http://www.openphacts.org/units/Nanomolar,60778,=,1,1,=,,IC50,nM,,215.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,215.0
,,757032,[],CHEMBL846480,Binding affinity against sigma receptor in bovine cerebellum using 2.0 nM [3H]haloperidol in the presence of 25 nM unlabeled spiperone,B,,,BAO_0000190,BAO_0000221,tissue-based format,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccc(F)c(F)c1,,,CHEMBL1126928,J Med Chem,1993.0,"{'bei': '18.32', 'le': '0.36', 'lle': '1.65', 'sei': '32.64'}",CHEMBL446358,,CHEMBL446358,6.63,0,http://www.openphacts.org/units/Nanomolar,244073,=,1,1,=,,IC50,nM,,235.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,235.0
,,757034,[],CHEMBL846480,Binding affinity against sigma receptor in bovine cerebellum using 2.0 nM [3H]haloperidol in the presence of 25 nM unlabeled spiperone,B,,,BAO_0000190,BAO_0000221,tissue-based format,C1=C(c2ccccc2)CCNC1,,,CHEMBL1126928,J Med Chem,1993.0,"{'bei': '37.68', 'le': '0.68', 'lle': '3.94', 'sei': '49.88'}",CHEMBL6224,,CHEMBL6224,6.00,0,http://www.openphacts.org/units/Nanomolar,244065,=,1,1,=,,IC50,nM,,1000.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,1000.0
,,757434,[],CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2cccc(Cl)c2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '14.93', 'le': '0.29', 'lle': '1.30', 'sei': '10.82'}",CHEMBL38514,,CHEMBL38514,6.81,0,http://www.openphacts.org/units/Nanomolar,60721,=,1,1,=,,IC50,nM,,156.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,156.0
,,757435,[],CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2cccc(Cl)c2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '14.82', 'le': '0.29', 'lle': '1.25', 'sei': '10.74'}",CHEMBL38514,,CHEMBL38514,6.76,0,http://www.openphacts.org/units/Nanomolar,60721,=,1,1,=,,IC50,nM,,175.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,175.0
,,757618,[],CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCCCN3CCC(O)CC3)cc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '15.80', 'le': '0.29', 'lle': '1.46', 'sei': '11.29'}",CHEMBL39615,,CHEMBL39615,7.10,0,http://www.openphacts.org/units/Nanomolar,60767,=,1,1,=,,IC50,nM,,79.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,79.0
,,757619,[],CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCCCN3CCC(O)CC3)cc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '16.16', 'le': '0.30', 'lle': '1.63', 'sei': '11.55'}",CHEMBL39615,,CHEMBL39615,7.27,0,http://www.openphacts.org/units/Nanomolar,60767,=,1,1,=,,IC50,nM,,54.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,54.0
,,757621,[],CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(C2CCCCC2)oc2ccc(OCCCCCCN3CCOCC3)cc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '16.01', 'le': '0.30', 'lle': '1.51', 'sei': '12.76'}",CHEMBL287975,,CHEMBL287975,6.62,0,http://www.openphacts.org/units/Nanomolar,60758,=,1,1,=,,IC50,nM,,239.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,239.0
,,757622,[],CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(C2CCCCC2)oc2ccc(OCCCCCCN3CCOCC3)cc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '16.98', 'le': '0.32', 'lle': '1.91', 'sei': '13.53'}",CHEMBL287975,,CHEMBL287975,7.02,0,http://www.openphacts.org/units/Nanomolar,60758,=,1,1,=,,IC50,nM,,95.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,95.0
,,758612,[],CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCCCC3)cc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '17.25', 'le': '0.32', 'lle': '1.11', 'sei': '16.39'}",CHEMBL40676,,CHEMBL40676,7.00,0,http://www.openphacts.org/units/Nanomolar,60716,=,1,1,=,,IC50,nM,,101.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,101.0
,,758613,[],CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCCCC3)cc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '17.92', 'le': '0.33', 'lle': '1.38', 'sei': '17.03'}",CHEMBL40676,,CHEMBL40676,7.27,0,http://www.openphacts.org/units/Nanomolar,60716,=,1,1,=,,IC50,nM,,54.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,54.0
,,758662,[],CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(C2CCCCC2)oc2ccc(OCCCCCCN3CCCCC3)cc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '17.64', 'le': '0.33', 'lle': '0.99', 'sei': '17.01'}",CHEMBL412640,,CHEMBL412640,7.26,0,http://www.openphacts.org/units/Nanomolar,60755,=,1,1,=,,IC50,nM,,55.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,55.0
,,758663,[],CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(C2CCCCC2)oc2ccc(OCCCCCCN3CCCCC3)cc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '18.21', 'le': '0.34', 'lle': '1.22', 'sei': '17.56'}",CHEMBL412640,,CHEMBL412640,7.50,0,http://www.openphacts.org/units/Nanomolar,60755,=,1,1,=,,IC50,nM,,32.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,32.0
,,758665,[],CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2ccccc2)oc2cc(OCCCCCCCCN3CCC(O)CC3)ccc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '17.03', 'le': '0.32', 'lle': '2.02', 'sei': '12.17'}",CHEMBL35714,,CHEMBL35714,7.66,0,http://www.openphacts.org/units/Nanomolar,60780,=,1,1,=,,IC50,nM,,22.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,22.0
,,758666,[],CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2ccccc2)oc2cc(OCCCCCCCCN3CCC(O)CC3)ccc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '16.99', 'le': '0.32', 'lle': '2.00', 'sei': '12.14'}",CHEMBL35714,,CHEMBL35714,7.64,0,http://www.openphacts.org/units/Nanomolar,60780,=,1,1,=,,IC50,nM,,23.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,23.0
,,759248,[],CHEMBL846480,Binding affinity against sigma receptor in bovine cerebellum using 2.0 nM [3H]haloperidol in the presence of 25 nM unlabeled spiperone,B,,,BAO_0000190,BAO_0000221,tissue-based format,COc1ccc(C(=O)CCN2CC=C(c3ccc(Cl)cc3)CC2)cc1OC,,,CHEMBL1126928,J Med Chem,1993.0,"{'bei': '16.34', 'le': '0.32', 'lle': '1.59', 'sei': '16.26'}",CHEMBL126086,,CHEMBL126086,6.30,0,http://www.openphacts.org/units/Nanomolar,244058,=,1,1,=,,IC50,nM,,495.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,495.0
,,759601,[],CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CN(CCO)CCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '16.73', 'le': '0.31', 'lle': '2.30', 'sei': '10.52'}",CHEMBL38897,,CHEMBL38897,6.62,0,http://www.openphacts.org/units/Nanomolar,60744,=,1,1,=,,IC50,nM,,242.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,242.0
,,759602,[],CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CN(CCO)CCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '16.80', 'le': '0.31', 'lle': '2.33', 'sei': '10.56'}",CHEMBL38897,,CHEMBL38897,6.65,0,http://www.openphacts.org/units/Nanomolar,60744,=,1,1,=,,IC50,nM,,226.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,226.0
,,759673,[],CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2cccnc2)oc2ccc(OCCCCCCN3CCCCC3)cc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '17.03', 'le': '0.32', 'lle': '1.64', 'sei': '12.46'}",CHEMBL39163,,CHEMBL39163,6.92,0,http://www.openphacts.org/units/Nanomolar,60752,=,1,1,=,,IC50,nM,,119.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,119.0
,,759674,[],CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2cccnc2)oc2ccc(OCCCCCCN3CCCCC3)cc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '16.52', 'le': '0.31', 'lle': '1.44', 'sei': '12.09'}",CHEMBL39163,,CHEMBL39163,6.72,0,http://www.openphacts.org/units/Nanomolar,60752,=,1,1,=,,IC50,nM,,192.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,192.0
,,760675,[],CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCNCC3c3ccccn3)cc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '13.71', 'le': '0.25', 'lle': '1.19', 'sei': '9.81'}",CHEMBL37468,,CHEMBL37468,6.63,0,http://www.openphacts.org/units/Nanomolar,60746,=,1,1,=,,IC50,nM,,235.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,235.0
,,760676,[],CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCNCC3c3ccccn3)cc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '12.47', 'le': '0.23', 'lle': '0.59', 'sei': '8.92'}",CHEMBL37468,,CHEMBL37468,6.03,0,http://www.openphacts.org/units/Nanomolar,60746,=,1,1,=,,IC50,nM,,928.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,928.0
,,760888,[],CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '17.87', 'le': '0.33', 'lle': '1.43', 'sei': '15.89'}",CHEMBL37186,,CHEMBL37186,6.78,0,http://www.openphacts.org/units/Nanomolar,60776,=,1,1,=,,IC50,nM,,165.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,165.0
,,760889,[],CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '17.72', 'le': '0.33', 'lle': '1.38', 'sei': '15.76'}",CHEMBL37186,,CHEMBL37186,6.73,0,http://www.openphacts.org/units/Nanomolar,60776,=,1,1,=,,IC50,nM,,188.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,188.0
,,760891,[],CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCC3CCNC(CCO)C3)cc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '17.34', 'le': '0.32', 'lle': '2.26', 'sei': '10.87'}",CHEMBL39713,,CHEMBL39713,7.80,0,http://www.openphacts.org/units/Nanomolar,60763,=,1,1,=,,IC50,nM,,16.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,16.0
,,760892,[],CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCC3CCNC(CCO)C3)cc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '15.94', 'le': '0.30', 'lle': '1.63', 'sei': '10.00'}",CHEMBL39713,,CHEMBL39713,7.17,0,http://www.openphacts.org/units/Nanomolar,60763,=,1,1,=,,IC50,nM,,68.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,68.0
,,761814,[],CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '19.76', 'le': '0.36', 'lle': '2.60', 'sei': '14.97'}",CHEMBL38983,,CHEMBL38983,6.39,0,http://www.openphacts.org/units/Nanomolar,60717,=,1,1,=,,IC50,nM,,408.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,408.0
,,761815,[],CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '20.38', 'le': '0.38', 'lle': '2.80', 'sei': '15.44'}",CHEMBL38983,,CHEMBL38983,6.59,0,http://www.openphacts.org/units/Nanomolar,60717,=,1,1,=,,IC50,nM,,257.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,257.0
,,761817,[],CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2cccs2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '16.19', 'le': '0.32', 'lle': '2.00', 'sei': '11.01'}",CHEMBL36928,,CHEMBL36928,6.92,0,http://www.openphacts.org/units/Nanomolar,60722,=,1,1,=,,IC50,nM,,119.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,119.0
,,761818,[],CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2cccs2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '15.52', 'le': '0.30', 'lle': '1.71', 'sei': '10.55'}",CHEMBL36928,,CHEMBL36928,6.63,0,http://www.openphacts.org/units/Nanomolar,60722,=,1,1,=,,IC50,nM,,232.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,232.0
,,761974,[],CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCCCCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '15.89', 'le': '0.29', 'lle': '0.35', 'sei': '15.17'}",CHEMBL35828,,CHEMBL35828,6.48,0,http://www.openphacts.org/units/Nanomolar,60774,=,1,1,=,,IC50,nM,,334.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,334.0
,,761975,[],CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCCCCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '16.43', 'le': '0.30', 'lle': '0.56', 'sei': '15.69'}",CHEMBL35828,,CHEMBL35828,6.70,0,http://www.openphacts.org/units/Nanomolar,60774,=,1,1,=,,IC50,nM,,202.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,202.0
,,761977,[],CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCN3CCC(O)CC3)cc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '16.39', 'le': '0.30', 'lle': '2.21', 'sei': '10.61'}",CHEMBL38047,,CHEMBL38047,6.68,0,http://www.openphacts.org/units/Nanomolar,60770,=,1,1,=,,IC50,nM,,210.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,210.0
,,761978,[],CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCN3CCC(O)CC3)cc12,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '16.12', 'le': '0.30', 'lle': '2.10', 'sei': '10.44'}",CHEMBL38047,,CHEMBL38047,6.57,0,http://www.openphacts.org/units/Nanomolar,60770,=,1,1,=,,IC50,nM,,270.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,270.0
,,761980,[],CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)Cc1cc(=O)c2cc(OCCCCCN3CCC(O)CC3)ccc2o1,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '17.69', 'le': '0.33', 'lle': '2.86', 'sei': '10.90'}",CHEMBL39480,,CHEMBL39480,6.86,0,http://www.openphacts.org/units/Nanomolar,60759,=,1,1,=,,IC50,nM,,139.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,139.0
,,761981,[],CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)Cc1cc(=O)c2cc(OCCCCCN3CCC(O)CC3)ccc2o1,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '16.99', 'le': '0.32', 'lle': '2.58', 'sei': '10.46'}",CHEMBL39480,,CHEMBL39480,6.58,0,http://www.openphacts.org/units/Nanomolar,60759,=,1,1,=,,IC50,nM,,261.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,261.0
,,762435,[],CHEMBL846480,Binding affinity against sigma receptor in bovine cerebellum using 2.0 nM [3H]haloperidol in the presence of 25 nM unlabeled spiperone,B,,,BAO_0000190,BAO_0000221,tissue-based format,O=C(CCN1CC=C(c2ccc(F)cc2)CC1)c1ccccc1,,,CHEMBL1126928,J Med Chem,1993.0,"{'bei': '27.14', 'le': '0.50', 'lle': '4.21', 'sei': '41.35'}",CHEMBL338181,,CHEMBL338181,8.40,0,http://www.openphacts.org/units/Nanomolar,244055,=,1,1,=,,IC50,nM,,4.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,4.0
,,762773,[],CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CN(CCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1)Cc1ccccc1,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '16.50', 'le': '0.30', 'lle': '0.75', 'sei': '17.07'}",CHEMBL38809,,CHEMBL38809,7.28,0,http://www.openphacts.org/units/Nanomolar,60719,=,1,1,=,,IC50,nM,,52.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,52.0
,,762774,[],CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CN(CCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1)Cc1ccccc1,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '16.14', 'le': '0.29', 'lle': '0.59', 'sei': '16.69'}",CHEMBL38809,,CHEMBL38809,7.12,0,http://www.openphacts.org/units/Nanomolar,60719,=,1,1,=,,IC50,nM,,75.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,75.0
,,762776,[],CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2cc(=O)c3cc(OCCCCCN4CCC(O)CC4)ccc3o2)cc1,,,CHEMBL1125448,J Med Chem,1992.0,"{'bei': '14.42', 'le': '0.27', 'lle': '1.84', 'sei': '8.74'}",CHEMBL38023,,CHEMBL38023,6.31,0,http://www.openphacts.org/units/Nanomolar,60736,=,1,1,=,,IC50,nM,,493.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,493.0
